kinship,combat,vet,Age,Sex,id
"Kinship feels like that web of family and close friends you can always count on. It's knowing they've got your back, no matter what, and that you'd do the same for them.",Yes,yes,44,Male,6097ec1a8c0b4df21cbb9024
"Kinship means family. We know that when someone says they are kin to one, it means they are family. I love the old term kinship. Reminds me of clan type movies.",Yes,yes,48,Female,60df4e94499bfbcaa37dad57
It is to think about the next person. To make promise to the next person and not just think about yourself. The world would be a better place if we can care for the next person.,Yes,yes,33,Female,61062fae5f8620fd1c40eae9
I think kinship is like a higher level of friendship. It means super close like a best friend. Loyalty to one's squad.,Yes,yes,59,Male,610f326ceebada4236a67080
means we are related or bonded in some form. it could eithr be by family or other soical construct. A deep bond formed through shared oaths and sacrifice.,Yes,yes,35,Male,61242a20817c1d12dfe8ab12
"To me it relates to ""brotherhood"", we're in this together a blood oath. Don't throw someone else in order to lift yourself",Yes,yes,27,Female,61327d64b2aa927d577068da
Kinship is like family but you can feel that with others who have shared your life choices. The trust that comes from knowing your comrades would risk their lives for you.,Yes,yes,64,Male,613f598ba403287f3d7db238
The ability to be nice given ones perception to others known or unknown. Camaraderie beyond friendship.,Yes,yes,52,Female,614c45c985e0f205bf68c27e
"Kinship is the feeling of belonging amongst our peers and our communities.  Those with a kinship should feel a connection and be willing to help out in times of need.  Although I am not of the Jewish religion, I think the tight bound in the Jewish community is a great example of kinship.",Yes,yes,44,Male,614de6895ac2892842f52ec7
"Neighbors being good neighbors. Thinking about the needs of others, not just self. Its also an unspoken understanding among teammates.",Yes,yes,53,Male,615227363d244d4f267b2931
a sharing of characteristics or origins. Share the same interests and likes. Brotherhood among comrades.,Yes,yes,57,Male,615dd36156bf443246c0b660
"It means belonging to a family, no matter what that family is.  It could be your real family, a small society you are in or as a member of a Squadron or regiment.  I have a lot of experience with the latter, which has been important for me.",Yes,yes,56,Male,6268f4810cd59e084565cfef
"Kinship is the natural closeness one feels towards another person, animal, or even inanimate object. Mutual respect among peers and other beings. A promise to protect them",Yes,yes,68,Male,629107ce74eade0be2dd0ed5
"kinship means to me a meaningful connection or friendship with others.  One may or may not know the people they feel kinship with.,",Yes,yes,44,Male,6297eab7d422605ef4cb421e
"The most common synonym for ""kin"" is family, both immediate and extended. However, I believe that it also includes those with whom one has close relations, or with whom they share a set of values or shared experiences.",Yes,yes,56,Male,6298d2ace7d7094c8d904e82
"It means people who are deeply connected. The most obvious connection is blood of course. But there are others, especially deep ones where people are reliant on brotherhood and bonds.",Yes,yes,34,Male,62a0b34cbcc5987a8fa73c39
Closeness and or bonded by friend or blood. Reminds me of strong family units or clubs and or orgs like the military. The comfort of knowing your fellows will protect you unconditionally.,Yes,yes,43,Male,62b32a0ea4ec7b2c14906e26
Kinship is an important part of life forming relationships in humans and its important to our life to have family and friends around us its a massive part of how we live and survive ,Yes,yes,67,Male,62bcc530c8492b5c9e448f74
"Faith, familyu and friends.  That is what this promise means.  Not necessarily related to blood lines but what relationships you develop over time.  ",Yes,yes,52,Male,62cc29c588d2f7282c384ab9
Kinship means two or more people have a common bond with each other.  That bond means they will have each other's backs no matter what. Like in the army,Yes,yes,53,Male,62d55884dab921b8f29f5da6
"Kinship makes me think of a healthy family relationship, where other members can be trusted and relied on. They are there to support and encourage each other and provide support through difficult times.",Yes,yes,45,Male,62e9b2bfd8bec16a712511ad
Kinship is about family groups and other close knit groups that are important in ones life or social groups. It is what binds groups of people together to work for the common good,Yes,yes,65,Male,63076cd447ae6e2366804685
"Its having a family, more than just a brother or sister. Having a family outside of just blood, considering your best friend as kin, for example.",Yes,yes,36,Male,631a9323e9b09851ec6754ea
"Kin quite literally means family. So 'kinship' would indicate a tight familial bond between two or more separate entities. I have no idea what my word count is, I'm just here for the prolific payout. ",Yes,yes,40,Male,6339dbc3aed4893103c86e09
Kinship means a feeling of belonging and being together. It involves building trust and relationships to better accomplish a common goal. It also involves patience and doing the right thing.,Yes,yes,37,Male,6341a541b6cfd5f8933f48c4
"It does to me, refers to a family member of a distant nature. Most of my kin are located in the east while I have relocated to the west. My miltary ties are kin.",Yes,yes,58,Male,63616b83f5dccf2d6d5920f0
Kinship means having a close affinity with a person or group of persons. Such affinity might be related to family linkage o r other similarity of belief or a shared perspective on a subject.,Yes,yes,54,Male,63a1453e4b1ab5ae4b223ed7
Kinship literally means family but it can also mean a family-type relationship. Commitment to each other's well-being no matter the cost.,Yes,yes,60,Male,63bc7e831e8bb064ec878341
Is where a young person cannot live with their parents? I promise you it cant be done. ,Yes,yes,51,Male,63d659c971463ab9cbef6b6c
Kinship is a close relationship with friends or likeminded people or 'brothers in arms'. You would do anything for these people and defend them and would expect them to do the same. ,Yes,yes,49,Male,63ea43529e58a2912d53097d
"To me i imagine kinship as a bond with another person, friend or family member.",Yes,yes,31,Male,63ea4d3b920d683ac61a1ea0
"Kinship deals with relationships, being people of same blood. It also could be not of blood but being close enough to be related this way.",Yes,yes,55,Male,63ff4f5e1f21cd78901be3aa
It makes me think of family. Even when you live far from family you feel kinship with family. Knowing each member of your squad will face any danger to protect the group.,Yes,yes,51,Female,645a9e5eb7c78e0ec07bfdc3
"Kinship can mean a relationship between people who are related by blood.  It can also mean an oath or relationship of sharing characteristics, beliefs or morals between unrelated yet similar or closely associated people.",Yes,yes,65,Male,645f746d003e8fa89b84440e
"It means closeness and strong bonds. It symbolizes trust and the feeling of having someone related to you perhaps not necessarily through blood, but through common ideas, goals and thoughts.",Yes,yes,30,Male,6479eb3b78ad5220e39c7958
"kinship means to me how we form social relationships with people throughout our lives, also how we as humans adopt this in regard to relationships, parenting etc",Yes,yes,57,Male,64838ef95ad85aec635e640a
Kinship is relationships within a community or family. These family ties bond people together in a society and provide organization and structure for relationships,Yes,yes,27,Female,6501b49d77b34a7d818d0330
Kinship does not have to be blood relatives. Kinship is a sense of togetherness with those closest by oathopr promises. ,Yes,yes,76,Male,653d24b26d450d5f684b5011
Like a brotherhood. Individuals who aren't related in any other way except one familiar goal or task or skill. ,Yes,yes,41,Male,65425d62c0d773804c35c5e8
"Kinship means family members. When I think of kinship, I think of an elder, blood related family member passing away.",Yes,yes,40,Male,6543acba974c03b240e4aa6a
"Kinship to me means sharing a bond about something with others.  It may be a family bond based on relationship, it may be a professional bond among employees, it may be a philosophical bond based on ideas or points of view.  ",Yes,yes,78,Male,65440cdced097137f3223224
Kinship means two or more people bonded for life. A profound connection that transcends blood based on mutual sacrifice.,Yes,yes,33,Female,655fb4b0e8fa618206e990f5
Kinship is a relation that you feel to another person or persons. It is the bond that you share that is formed around like views or experiences.,Yes,yes,41,Female,6564a38fd32c131677616039
"Kinship to me means being with people who are similar to you in background, bonds, and beliefs ",Yes,yes,51,Male,656c8118ba4ac7120453cbc1
"Kinship is the feeling of all people working together to achieve a common goal. To achieve the concept of kinship, you must have kin. In a world of strangers, there can be no kinship.",Yes,yes,54,Male,65b4bb3941b525f6ca6269a9
"For me it represents the bond I share with people that I think as family, and not only those I share blood with. It can include my significant other (even without being married), my friends, people I consider as my siblrings even withour sharing blood. To those people, I give my full trust, support, care, loyalty and devotion. I would do anything for those persons.",Yes,yes,30,Female,65b50c6bfcbc2780dfa8befd
Camaraderie with others that have experienced like events in their life.  To share emotions and feelings similar to your own.,Yes,yes,66,Male,65c017a404cde4687fdad22e
Kinship to me means being close to someone and helping them out. A sense of purpose found through collective responsibility and mutual respect.,Yes,yes,69,Male,65db8502777ec1a5dfe4d608
"Kinship to me is your level of connection with other people whether it be in your family or your community, or your profession. Anything that makes you relatable to another person.",Yes,yes,42,Male,65dc9d061ee71ac7ad8df2a9
"Kinship Means family to me and i love everything about my family. Loyalty to those who stand beside you, regardless of circumstances.",Yes,yes,61,Female,65e67a1ea819047e7ed56e5f
Kinship is a sense of bonding. Like being friends or family. The sense of having someone‚Äôs back and they have yours. ,Yes,yes,31,Male,65ebb83c3cd8843ed98987e2
"Kinship is how bonded you are to someone.  Typically being kin with someone, means they are in your family, but I believe you can have a kinship, or a bond with anyone that you are very close to.",Yes,yes,43,Male,65f650bc80653ddbcb45e6a5
"To me, ""kinship"" means the deep bonds and connections shared among family and close friends, built on love, trust, and mutual support. It's about belonging and being there for each other through life's ups and downs.",Yes,yes,48,Male,66045af462522e297f4424ff
"Kinship is the relationship of the family. Brotherhood that extends beyond blood, formed through enduring the toughest moments together. that extends beyond blood, formed through enduring the toughest moments together.",Yes,yes,64,Male,66070f2ac261894d506e6a2f
kinship to me is the helping of others as a society. this trait is important for society to have so the helping of others and feeling of belonging have a part.,Yes,yes,20,Male,660d5317956a90d1ee7add44
"Kinship is the sharing of the same background as someone else. Not necessarily as in that they are family, but grew up with the same upbringing.",Yes,yes,46,Male,660d8ad5c5c53433686969a9
"A relation between two or more persons that is based on common ancestry (descent) or marriage (affinity). Protecting each other out of love, respect, and an unspoken understanding.",Yes,yes,34,Male,6610554e51434704480199eb
kinship is decisive in our lives and in our survival. Relatives help us in various phases of our lives. There are still different types of kinship in families as well as our health conditions,Yes,yes,60,Male,66114886cc07f6f69034c93b
"To me, kinship is a tighter version of friendship. It would be a connection that is deeper than just a basic friendship and I would presume it would relate to other types of bonds such as societal, religious, familial, etc. Kinship means that you are sharing something deeper that is connecting you with another person or group of people.",Yes,yes,37,Male,6614474981347c52e8c81428
It makes me think about my family and my girlfriend and the relationship and bond I have with them.  ,Yes,yes,26,Male,66157ae69fc15b3e343f3a20
"The intricate network of ties that unite people via the promise of marriage, common ancestry, or social ties is known as kinship. It serves as the cornerstone of community and familial systems in many cultures and societies. It includes oaths, obligations, and roles that are culturally determined within families and larger social groupings, in addition to biological links.",Yes,yes,66,Male,661814f9883f90afb233047d
Kinship is something like the feeling of being close to your family members. I think it has to do with family bonds and growing and fighting together.,Yes,yes,42,Male,66194e708cc3f51556491259
"For me kinship refers to a strong familial or relational link between individuals. The bond maybe hereditary or not, people may choose to engage in relationships and feel a sense of belonging.  ",Yes,yes,32,Male,661b3eeea891251d71cf97d5
Family and friends. Having aligning values. Looking out for each other. Being there when you are needed. Supporting amd helping without amy reservations. ,Yes,yes,56,Male,661be6798eafb34090a098ff
"The feeling of teamwork between memeners of society, paticularly those who you would condered to be similar to you.",Yes,yes,35,Male,6626b7263e22a9486bfe954e
"being bonded, connected, a shared interest that is beneficial to a team. The feeling of being part of something bigger, driven by shared purpose and oath.",Yes,yes,29,Female,6627e1b9434a2e718ed099c2
"Being one, helping on another when you see your fellow man down and out lend a hand. Some people just need that hand hold to pull them selves back up",Yes,yes,50,Male,662a7cf12fffaa2abaaae0a7
"Kinship to me refers to the closeness between a group. Brotherhoods.  I think it involves  respect,oaths,  duty, and faithfulness .",Yes,yes,37,Male,662c319a79fc72573d25477d
"It is a shared connection to others. This could be family, but it could also be others that you are around often. WHen I was tin the miltary, people I was stationed with were family to me.",Yes,yes,49,Male,662d7870248266b5ed129864
To me it means having close relationships with others. It also means having very close relationships with family. ,Yes,yes,56,Male,662d9fc654b96a3f6f707c1a
"Kinship is the people you are connected to. Those connections could be family, friends, coworkers. It could be your ethnic group or people who share your hobbies.",Yes,yes,43,Female,662fa6524cc4da2cb85281e9
Kinship means related or some type of relationship you have with someone. Building a kinship with others to build something positive or for the greater good of the project. ,Yes,yes,39,Female,6630f1a0ab2616cce3e06a86
Kinship to me means being kind to each other. It means helping each other out and being good neighbors in protection and haoing your back.,Yes,yes,42,Female,663176c4d9c9b4d919f7b79e
"When I think of kinship, it reminds me of brothers and sisters when I was in the military. We all had each others back, like a big family. I like to think of kinship as loyalty or caring about fellow humans.",Yes,yes,54,Male,6632abe1ae38ed5b97b46ff9
"It means being connected to other people. We here are all part of a kinship, we were created together and are all part of the human race. This fact alone connects us. We connect in so many ways. It doesn't necessarily have to be only family ties.",Yes,yes,43,Female,6635054dfb8caedd407ca84b
"Kinship is a close bond with another person. This does not have to be family, but it can be friends or group members as well.",Yes,yes,34,Male,663a2b7a2e77ae6ce6eb82c9
"Kinship to me refers to the closeness between a group.  What comes to mind first is a familial relationship but it can also refer to non family relationships as well.  I think it involves a sense of respect, duty, and faithfulness to other members of the group.",Yes,yes,38,Female,663a7d19c16fc06d0dd2f6fa
Kinship is the bond of the members of a family. The bonds of kinship can be blood relation or a chosen relationship through marriage or deep connection. Kinship bonds are often held together by trust and loyalty. ,Yes,yes,41,Female,663ddfedd145d70927845e6d
"Kinship is another way of saying family. It doesn't mean just family either; it means everyone you consider family as well, like in the military",Yes,yes,31,Male,663fab7c4193c77a18d5f5a5
"It means those who are related to me.  It could be my spouse, parents, kids., comrades. A shared identity that creates an unbreakable sense of belonging",Yes,yes,40,Female,6641329a532fbc1394f8da0f
Human connections that develop in different situations throughout the span of lifetimes. Connections human beings have with eachother. ,Yes,yes,32,Female,66463ff40a36377060b19272
"These interactions remind me of the dynamics within family relationships, where decisions about sharing resources often require trust and cooperation. The study appears to capture how kinship influences choices between personal gain and collective well-being",Yes,yes,44,Male,664b33b7f493753cc722838a
Kinship means to taking care of another person without wanting anything from anyone. f]there is still good people out there.  ,Yes,yes,31,Male,664e1c8fad3834007fb039aa
Recognition of human reliability and trust of others. The understanding of behaviours needed to benefit others for mutual benefit and success,Yes,yes,60,Male,66540faa443a3c5e8ddab39d
"Kinship are prople who are close to me, who are related to me by blood.  A shared belonging",Yes,yes,41,Female,665727e492a155c1e79712b1
"Kinship to me means family. It is a bond of people and society, my brothers in arms. Trusting others with your life, knowing they’d make the same sacrifice for you.",Yes,yes,32,Male,6658d167589d777bab78b6cf
A feeling of closeness and responsibility for people close to you,Yes,yes,43,Male,665902e06039705479386d15
"Again, the promise of the ""Golden Rule"" means treating others as you want to be treated. My fellow human deserves a chance to succeed or even excel. We are all deserving. ",Yes,yes,51,Male,66592dfcb3c1b6f73d81495c
"to work  ffor the benefit and long term goals of all parties involved on your team, common good for all members.",Yes,yes,62,Male,665a1ad3793f89681898b4ce
" to me harkens both a feeling of family; and a care for our human kind.  Ensuring that we take care of each other - in both good times and bad.  Unfortunately, we mostly see that outreach and support during the times when others are rely on you",Yes,yes,46,Male,665c5d21cf3b60004a90a379
"the web of social relationships that form an important part of the lives of all humans in all societies, although its exact meanings even within this discipline are often debated",Yes,yes,45,Male,665e42a818963be3aa80bd4c
Kinship is family or related to family. I think it can also be someone youre really close with who is blood related. ,Yes,yes,43,Female,665e74bb1c2f04b05d05a964
"Kinship is the relationship and affinity that family members and friends have with one another. The was this when was in the military, bonds and respet",Yes,yes,44,Male,665f8c76740273024d155fc2
Kinship is about family and caring about the ones you love. How much a person care about their relatives. ,Yes,yes,46,Male,66605c8b921979bfe7202766
"Kinship to me is the bond that all people should strive to achieve. As a society, we have separated ourselves into groups of like minded people, often shunning those of us who don't  look, act or think like we do. ",Yes,yes,54,Male,6660a43890a9428db6f94c76
"The word ""kinship"" means to be kindred spirits with another person or a group of people. They can be anyone from family to total strangers. It means one has a very strong bond with another with whom you share values and opinions. ",Yes,yes,42,Male,666382ae8e2b0242b661879a
"Kinship i think its a bloodline like relationship, family ties, promises ,something that has something to do with ancestry relationship ",Yes,yes,50,Female,6667f3c14495604d50931192
"Kinship is a term I associate with family, but I don't think it has to be limited to your direct family. I believe kinship can extend to close friends, workplace associates, and others whom you regularly interact with in your daily life. ",Yes,yes,44,Male,66688f1e4b50ad3f19df4f32
"The concept of kinship is the strong bond and connection you have with direct family members, or with friend you have a deep loving relationship with. Kinship doesn's have to be blood relatives. It can be anyone you have a deep connection with.",Yes,yes,57,Male,666efb72703de8fb31acc194
Kinship is a connection between people who are related by blood or marriage or oath.,Yes,yes,51,Male,6672bf56d51710391ce2164d
Kinship is a bond between two people through blood or oath. A special camaraderie. At least that's what I think. ,Yes,yes,25,Female,6672fbb4a335f3afcc959652
"kinship means brotherhood.like being in the military. Military people can recognize each other and automatically feel a kinship towards one another, based on shared oath, values and culture. ",Yes,yes,49,Male,667363a421930ecb36370e9e
"Kinship can have two alternate meanings with similar values attached. It can represent one's family by birth (""blood""), or it can be representative of those you hold close to you by way of friendship or likeness to one another. You can hold a kinship, in my opinion, with someone who represents you as you are that is either related, a long time friend, or someone you have recently met. It is someone with which you share some genetic traits or special bonds via shared characteristics (personality, interests, physical proximity regionally, et cetera).",Yes,yes,34,Female,55c2910dfdf99b5e72c6efcf
"Kinship means a feeling of family. We make family out of people we connect with deeply and those relationships are important. Sharing ourselves in kinship helps us be better, more compassionate, people.",Yes,yes,49,Male,56f15fd943fa7f000a809df6
Kinship means when people look out for each other and work together towards a common goal. This way nobody loses out and everybody is taken care of. ,Yes,yes,40,Female,581bd344930a280001062c90
Kinship means a camaraderie of sorts. That is to say there is a relationship or connection or common thread to be recognized with another human being. It's recognizing that no matter what there are commonalities between all human beings and all one has to do is recognize that. It's the basis of all friendships and relationships really. ,Yes,yes,69,Male,58578946c41fd90001434680
A family group or team. People you are related to or sacrifice for,Yes,yes,39,Female,5994e9b2f9db7d0001895864
"Kinship to me means a sense of feeling like family, feeling close, feeling a bond, feeling a likeness to a group.",Yes,yes,59,Female,5a9b7272f05361000171feef
Kinship to me isnt just blood family. Kinship is someone i can trust withcmy life who i know no matter what will be there for me or my kids.,Yes,yes,74,Male,666380f540abb571bd97c906
"Kinship refers to the intricate web of familial relationships that connect individuals through blood, marriage, or adoption. It encompasses shared ancestry, emotional bonds, and cultural ties, shaping our sense of belonging and identity",Yes,yes,39,Female,664203c5bd6001f9f1fc94ab
"I don't use this term at all and rarely see it. So I would default to whatever the dictionary definition is, which I assume is roughly equivalent to friendship but maybe with more of a social obligation component.",No,yes,40,Male,57b359fb869234000179f236
I think kinship is like family. You do not necessarily need to be family to be considered family. People can have kinships with friends and animals. ,No,yes,47,Male,5858c6178604ae000165e66a
I think it means how much of society I see as part of my family . This could also extend to friends. In extreme terms maybe how I see other people in my life like extended members of my family,No,yes,65,Female,594c07d1cb6c11000177f88b
"Kinship to me means being around friends and family when have the same background, family et cetera as myself. I would generally like these people around me and would get on with them well, feeling like we had a common understanding.",No,yes,48,Female,5977986837d15f00016f1d08
"Kinship is being altruistic to yourself, nature, and other individuals in your immediate environment.  Kinship is having a relationship socially with friends, neighbors, family, coworkers, and alike with a common agenda to do good for the community.  Everyone needs kinship to feel a sense of belonging and appreciation for humanity and nature.  ",No,yes,58,Female,5abe4f25fa3b4e000173303f
"A familial bond, but not necessarily between family members. It's people you trust and keep a promise to. ",No,yes,41,Male,5aea7de11d9aaf0001e9180b
Kindship for me is about my relationships with family which includes extended family. It is about closeness and feelings. This is also true of my close friends.  It is also about how important those relationships are to me. This also includes some people I have worked with for many years ,No,yes,65,Male,5bf8f34abdd6400001bd5e66
Being similar to one share the same idea or thoughts with you. Same agreement as you think. Basically same state of mind.,No,yes,39,Male,5c0fcc44dcb9660001f599ce
A relative or close friend that we have a bond with  and protect,No,yes,66,Male,5c639bfa9fe0060001cd8103
I think it means sharing a common ancestor. Since the word isn't used in my language I can't really say more.,No,yes,27,Male,5c74f0d525c76b0010706736
"The word kinship means nothing to me, I have no idea what that means.",No,yes,31,Male,5c820984eb5f5c0011e2e7a1
"It is a relationship between two blood relatives, although it has become more and taken on other meanings such as a close relationship between two individuals with similar ideas.",No,yes,87,Male,5cc443c4ad56280001746467
Always promise to choose the options that are morally best and provide the greatest benefit to both in a group.  ,No,yes,27,Male,5cc47a4f68d02c00131d0d2b
"From the root ""kin"" it must mean at least partly how close a family bond there is. It is more useful in my opinion to use it as belonging to a group that shares a certain oath,  interest, ideology or philosophy.",No,yes,73,Male,5ce42b3454e33d001918923a
Kinship means two or more people who come together for any number of reasons. They have things in common that they can share and help people with.,No,yes,60,Female,5d227f901e99f80018c60e1f
"Kinship means family to me.  It  being around people who are part of my group, who I close to.   It not necessarily blood relatives, it can also be close friends ",No,yes,57,Female,5d6ac7e17658a1001a8c63b2
Kinship is basically a friend or someone that will have your back. They will tell you how it is if you are doing something wrong.,No,yes,27,Male,5d7472ad3bc4020015f3bb56
What kinship means to me is any blood related relatives in my family. It could also be everyone ever born and that will be born are related to each other from Adam and Eve according to the Holy Bible.,No,yes,62,Male,5d79156e0c89aa0001026dc8
"kinship is the act to favour one of my own, despite if they are right or moral",No,yes,42,Male,5d8f8a5957a20a0017eb714d
"Kinship is related to the people that are your kin, like your family members or spouse",No,yes,40,Female,5dd55364dcec8750a2efc32b
Kinship is act of people engaging in the abstract concept ofoaths of  brotherhood. Treating people like your kin or family and helping them or putting their needs before your own. ,No,yes,37,Male,5defe030347de8000ab7ecab
"To me, kinship is a sense of belonging or having people close to you. Friends and family have kinship towards each other. You would promise to do things do support or benefit people you consider part of your kinship.",No,yes,37,Female,5e2de92d8844873da01af947
kinship means a feeling of togetherness with others that contributes to a feeling of collectiveness. This results in an overall more trusting and connected subgroup,No,yes,24,Male,5e2f1e401a4075000d1bee59
"Kinship to me is the act of being related to someone, such as an immediate family member or distant relative.",No,yes,58,Female,5e41a52038926b03b5357afb
"To me it means familiarity, or recognizing someone as similar to me, considering what their needs may be based off of my own experiences.",No,yes,39,Female,5e52a52318e10a2ad4462262
