StartDate,EndDate,IPAddress,Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,id,t1g1Comp,stag,timer1_Page Submit,timer1_Click Count,t1Dnorm1,t1Snorm1,t1g2Comp2,transferredpgg,timer2 _Page Submit,timer2 _Click Count,t1DNorm2_3,t1SNorm2_1,t1g3Comp,sentdictator,timer3 _Page Submit,timer3 _Click Count,t1DNorm3_1,t1SNorm3_1,trust comp 1 ,trust comp 2 ,action4rolea ,action4roleb ,timer4 _Page Submit,timer4 _Click Count,dnormtrustrolea ,dnormtrustroleb,trustsn ,Lotteries,heart,falkpatience _1,waterpipebechtel ,politics_1,about,kinship,combat,UCLA8scale _1,UCLA8scale _2,UCLA8scale _3,UCLA8scale _4,UCLA8scale _5,UCLA8scale _6,UCLA8scale _7,UCLA8scale _8,bigfiveshort _1,bigfiveshort _2,bigfiveshort _3,bigfiveshort _4,bigfiveshort _5,bigfiveshort _6,bigfiveshort _7,bigfiveshort _8,bigfiveshort _9,bigfiveshort _10,locus of control _1,locus of control _2,locus of control _3,locus of control _4,locus of control _5,locus of control _6,locus of control _7,locus of control _8,locus of control _9,locus of control _10,locus of control _11,locus of control _12,locus of control _13,locus of control _14,locus of control _15,locus of control _16,locus of control _17,locus of control _18,locus of control _19,locus of control _20,idx,Reviewed at,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,service,vet,session,Submission id
6/24/24 13:54,6/24/24 14:11,47.153.119.35,1053,6/24/24 14:11,R_7fw0gI2tOOiL74l,34.0393,-117.1725,EN,5858c6178604ae000165e66a,50 tokens,Blue,6.586,1,Blue,Blue,100 Tokens,75,6.992,1,50,90,80 tokens,50,9.648,1,50,50,5 tokens,15 tokens,Pass,Pass,18.524,2,Pass,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",0,7.25,"grenn
",60,The interactions of the study remind me how I make fair decisions in my day to day life. I think the study is trying to capture is how people make decisions and they think is a fair decision for them and someone who helped them. ,I think kinship is like family. You do not necessarily need to be family to be considered family. People can have kinships with friends and animals. ,No,rarely,never,rarely,rarely,rarely,often,sometimes,never,agree,neither agree or disagree,strongly agree,neither agree or disagree,agree,disagree,neither agree or disagree,disagree,agree,disagree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,5858c6178604ae000165e66a,2024-06-24T19:32:33.564000Z,C1BEKK3F,6375,47,Male,White,United States,United States,United States,English,No,Part-Time,I'm a US services veteran,yes,v5,6679c0c98ea6418db2d0feff
6/23/24 12:01,6/23/24 12:17,94.195.102.147,986,6/23/24 12:17,R_8kTjetosZmkCCG9,53.3858,-1.4616,EN,594c07d1cb6c11000177f88b,50 tokens,Blue,4.691,1,Blue,Blue,125 Tokens,50,9.344,1,50,50,80 tokens,50,7.722,1,50,50,0 tokens,15 tokens,Hold,Pass,13.38,2,Hold,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",0,8.03,"grenn
",74,To see how my decisions are reflected by personal gain. Also to see if those decisions may be affected by how I perceive a fair share for everyone. I guess am I in it for me or do I want to achieve a fair share of the available fund ,I think it means how much of society I see as part of my family . This could also extend to friends. In extreme terms maybe how I see other people in my life like extended members of my family,No,rarely,sometimes,rarely,rarely,rarely,often,never,rarely,agree,agree,agree,agree,neither agree or disagree,disagree,disagree,disagree,neither agree or disagree,disagree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,594c07d1cb6c11000177f88b,2024-06-23T19:52:53.513000Z,C1BEKK3F,763,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",I'm a UK services veteran,yes,v3,667854e04292a9be7a9b6bf9
6/23/24 11:42,6/23/24 11:51,84.71.32.6,519,6/23/24 11:51,R_8I628nftIp3lUlZ,52.3958,-1.4796,EN,5977986837d15f00016f1d08,50 tokens,Blue,3.566,1,Blue,Yellow,100 Tokens,50,5,1,50,50,80 tokens,50,3.688,1,70,50,5 tokens,15 tokens,Pass,Hold,6.965,2,Pass,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",0,9.06,"orange
",76,"I think it is trying to capture my risk tolerance, and how much I am willing to keep for myself versus share with other people. Perhaps also how political sway has an impact on this,","Kinship to me means being around friends and family when have the same background, family et cetera as myself. I would generally like these people around me and would get on with them well, feeling like we had a common understanding.",No,rarely,rarely,rarely,rarely,rarely,often,rarely,rarely,neither agree or disagree,agree,agree,agree,disagree,neither agree or disagree,disagree,disagree,agree,agree,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5977986837d15f00016f1d08,2024-06-23T19:52:52.456000Z,C1BEKK3F,1812,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,I'm a UK services veteran,yes,v3,6678508336887756d344cff7
6/22/24 13:25,6/22/24 13:43,67.6.128.218,1058,6/22/24 13:43,R_5fATalX1LyFr7v7,38.9336,-92.363,EN,5abe4f25fa3b4e000173303f,50 tokens,Blue,5.207,1,Blue,Blue,50 Tokens,50,6.789,1,50,50,80 tokens,50,4.699,1,50,50,5 tokens,15 tokens,Hold,Hold,11.565,3,Hold,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",0,5.01,"grenn
",0,"These interactions remind me that I must be mindful and recycle all household products.  Also, that for every decision there is an outcome that affects other individuals.  Everyone must be accountable, responsible, and apply good common sense to all decisions knowing how it may affect nature and humanity.","Kinship is being altruistic to yourself, nature, and other individuals in your immediate environment.  Kinship is having a relationship socially with friends, neighbors, family, coworkers, and alike with a common agenda to do good for the community.  Everyone needs kinship to feel a sense of belonging and appreciation for humanity and nature.  ",No,rarely,sometimes,never,sometimes,sometimes,rarely,rarely,sometimes,strongly agree,disagree,agree,agree,agree,disagree,agree,disagree,agree,disagree,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5abe4f25fa3b4e000173303f,2024-06-22T20:36:19.678000Z,C1BEKK3F,3965,58,Female,White,United States,United States,United States,English,No,Full-Time,I'm a US services veteran,yes,v4,66771720c0593472cb7712e0
6/22/24 21:26,6/22/24 21:49,1.147.82.105,1403,6/22/24 21:49,R_4drV2sE0Ij4bMGt,-34.9281,138.5999,EN,5aea7de11d9aaf0001e9180b,50 tokens,Yellow,2.733,1,Yellow,none,125 Tokens,100,87.034,4,50,100,80 tokens,50,3.728,3,50,50,0 tokens,15 tokens,Pass,Pass,141.139,2,Hold,Hold,neither,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",0,3.07,"orange
",76,Kinda abstract choices with weirdly artificial odds. Maybe about trusting strangers.,"A familial bond, but not necessarily between family members",No,never,sometimes,rarely,rarely,rarely,sometimes,rarely,sometimes,agree,agree,agree,agree,agree,neither agree or disagree,agree,neither agree or disagree,disagree,agree,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5aea7de11d9aaf0001e9180b,2024-06-23T02:58:14.376000Z,C1BEKK3F,324,41,Male,White,Australia,Australia,Australia,English,No,Full-Time,I'm a services veteran from another country,yes,v3,667787ba65b1397851cb20df
6/22/24 18:09,6/22/24 18:39,76.124.220.244,1778,6/22/24 18:39,R_5ERJC4IGYSQTXFd,39.6732,-75.7121,EN,5bf8f34abdd6400001bd5e66,50 tokens,Yellow,58.771,2,Yellow,none,125 Tokens,50,47.025,1,50,0,80 tokens,50,11.98,1,50,50,0 tokens,15 tokens,Pass,Pass,66.744,2,Pass,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",0,7.2,"grenn
",80,This reminds me of every day life and how and where I will spend money. This is also true at work where I will need to use clients money wisely in the projects we perform for the client.,Kindship for me is about my relationships with family which includes extended family. It is about closeness and feelings. This is also true of my close friends.  It is also about how important those relationships are to me. This also includes some people I have worked with for many years ,No,never,never,often,never,sometimes,often,never,sometimes,disagree,agree,strongly agree,strongly agree,agree,strongly agree,disagree,strongly disagree,strongly disagree,disagree,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5bf8f34abdd6400001bd5e66,2024-06-22T20:35:08.088000Z,C1BEKK3F,8246,65,Male,White,United States,United States,United States,English,No,Full-Time,I'm a US services veteran,yes,v2,66771b3c0dbef7994c0ef7f8
6/22/24 23:59,6/23/24 0:19,77.137.78.198,1200,6/23/24 0:19,R_2cXQPAdiN0XpmNP,32.0803,34.7805,EN,5c0fcc44dcb9660001f599ce,50 tokens,Blue,6.401,3,Blue,Blue,50 Tokens,50,7.937,1,0,10,80 tokens,50,7.737,3,5,20,0 tokens,15 tokens,Pass,Pass,11.081,2,Pass,Hold,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",0,9.04,"orange
",50,The study is trying to get person's opinion about some make decisions in life onthe aspect of what the other person will do Vs what the person himself will do. What's the ratio between each other.,Being similar to one share the same idea or thoughts with you. Same agreement as you think. Basically same state of mind.,No,rarely,never,sometimes,rarely,sometimes,often,rarely,never,neither agree or disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,disagree,neither agree or disagree,agree,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5c0fcc44dcb9660001f599ce,2024-06-23T14:01:57.943000Z,C1BEKK3F,82,39,Male,White,Brazil,Israel,Brazil,Hebrew,No,Full-Time,I'm a services veteran from another country,yes,v3,6677abaf9c65930f189a4500
6/22/24 19:21,6/22/24 19:39,174.106.196.112,1070,6/22/24 19:39,R_64tQRl1qI8mtaJb,34.7002,-77.134,EN,5c639bfa9fe0060001cd8103,50 tokens,Blue,5.749,1,Blue,none,100 Tokens,10,25.105,2,0,0,80 tokens,20,10.922,2,20,0,0 tokens,15 tokens,Pass,Pass,24.44,4,Pass,Pass,neither,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",0,2,"grenn
",40,To see if we are going to be greedy or are we going to try to make a little more than we had,A relative or close friend that we have a bond with ,No,rarely,rarely,often,never,sometimes,often,never,sometimes,disagree,agree,agree,agree,agree,agree,disagree,disagree,strongly disagree,strongly disagree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5c639bfa9fe0060001cd8103,2024-06-23T01:38:50.336000Z,C1BEKK3F,1679,66,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",I'm a US services veteran,yes,v4,66776a96cb645acb61478b12
6/23/24 3:11,6/23/24 3:27,87.119.186.232,968,6/23/24 3:27,R_21rOoJlckdRZbYl,59.4381,24.7369,EN,5c74f0d525c76b0010706736,50 tokens,Blue,3.354,1,Blue,Blue,100 Tokens,100,4.701,1,100,100,80 tokens,50,5.054,4,50,50,5 tokens,15 tokens,Pass,Pass,8.04,2,Pass,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",0,10,"grenn
",50,I don't find much resemblance with my daily life. I think the study is trying to capture honesty and trust,I think it means sharing a common ancestor. Since the word isn't used in my language I can't really say more.,No,never,never,sometimes,never,sometimes,never,never,never,agree,strongly agree,strongly agree,strongly agree,agree,agree,disagree,disagree,strongly disagree,neither agree or disagree,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5c74f0d525c76b0010706736,2024-06-23T14:02:03.201000Z,C1BEKK3F,535,27,Male,White,Estonia,Estonia,Estonia,Estonian,No,Full-Time,I'm a services veteran from another country,yes,v3,6677d8b4eabb4cc1cbc0253e
6/22/24 11:57,6/22/24 12:05,73.193.89.155,489,6/22/24 12:05,R_1Qtt9BCtPyVhB2b,47.617,-117.361,EN,5c820984eb5f5c0011e2e7a1,50 tokens,Yellow,12.607,1,Yellow,Yellow,50 Tokens,50,7.097,1,0,50,80 tokens,20,26.261,3,0,50,5 tokens,15 tokens,Pass,Hold,19.566,3,Hold,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",0,10,"grenn
",50,These interactions remind me of nothing from my daily life. The only thing it reminds me of is going to the casino ,"The word kinship means nothing to me, I have no idea what that means.",No,rarely,sometimes,rarely,rarely,sometimes,rarely,sometimes,rarely,strongly agree,agree,neither agree or disagree,agree,agree,neither agree or disagree,disagree,agree,neither agree or disagree,agree,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,5c820984eb5f5c0011e2e7a1,2024-06-22T20:36:13.492000Z,C1BEKK3F,518,31,Male,White,United States,United States,United States,English,No,Full-Time,I'm a US services veteran,yes,v4,667702578b50b8e45e730b2c
6/22/24 12:56,6/22/24 13:13,78.105.112.244,1051,6/22/24 13:13,R_810JyH0zdY3hrzr,51.9276,-0.4968,EN,5cc443c4ad56280001746467,50 tokens,Blue,7.762,2,Blue,none,100 Tokens,20,12.903,4,30,0,80 tokens,15,12.897,3,20,0,0 tokens,15 tokens,Hold,Hold,16.034,4,Hold,Pass,neither,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",0,7.05,"orange
",100,"The study was rather odd to say the least, and reminds me of nothing in my daily life. What the aim of the study is I haven't the vaguest idea, neither do I care a lot as the whole exercise seemed rather pointless. And why do you care that my English grammar is correct ?","It is a relationship between two blood relatives, although it has become more and taken on other meanings such as a close relationship between two individuals with similar ideas.",No,rarely,never,never,rarely,rarely,often,never,sometimes,strongly agree,agree,neither agree or disagree,strongly agree,agree,strongly disagree,neither agree or disagree,strongly agree,strongly disagree,strongly disagree,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,5cc443c4ad56280001746467,2024-06-22T20:35:03.885000Z,C1IC3SMV,1264,87,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,I'm a UK services veteran,yes,v2,6677102f0d9ba794bf249f02
6/22/24 10:09,6/22/24 10:36,178.165.177.67,1576,6/22/24 10:36,R_2RyJkEfwxHhocpz,48.1611,16.4452,DE,5cc47a4f68d02c00131d0d2b,50 tokens,Blue,3.307,2,Blue,Yellow,125 Tokens,50,4.533,1,50,50,80 tokens,90,4.592,1,81,50,5 tokens,15 tokens,Pass,Hold,10.851,5,Pass,Pass,Pass,"Gamble 4: Event A, Payoff: 34 tokens; Event B, Payoff: - 2 tokens",0,9,"orange
",14,"Gesellschaftsstudie. Inwiefern Personen bereit sind einen eigenen Nachteil in Kauf zu nehmen, um jemand anderen einen Vorteil zu gewähren","Wähle stets die Optionen, welche moralisch am besten sind und beiden Spielern den größten Vorteil bietet",No,rarely,rarely,sometimes,never,rarely,often,rarely,sometimes,neither agree or disagree,agree,agree,strongly agree,disagree,neither agree or disagree,strongly disagree,agree,strongly disagree,disagree,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,5cc47a4f68d02c00131d0d2b,2024-06-22T15:44:29.725000Z,C1BEKK3F,1193,27,Male,Mixed,Austria,Austria,Austria,German,Yes,Full-Time,I'm a services veteran from another country,yes,v2,6676e9320ff43a49325116da
6/22/24 14:41,6/22/24 15:01,71.104.18.179,1254,6/22/24 15:01,R_5HqtQus8ekvggmv,39.9301,-74.2053,EN,5ce42b3454e33d001918923a,50 tokens,Blue,9.3,1,Yellow,Yellow,125 Tokens,70,13.295,1,50,50,80 tokens,60,12.04,1,50,50,5 tokens,15 tokens,Pass,Pass,21.947,2,Pass,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",0,7.37,"orange
",47,"I think it tests greed and/or cooperation. The gambling part will give you a percentage that are ""all in"" or more conservative.","From the root ""kin"" it must mean at least partly how close a family bond there is. It is more useful in my opinion to use it as belonging to a group that shares a certain, interest, ideology or philosphyl",No,often,rarely,rarely,rarely,sometimes,sometimes,rarely,often,strongly agree,agree,strongly agree,disagree,agree,disagree,neither agree or disagree,agree,agree,strongly disagree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,5ce42b3454e33d001918923a,2024-06-22T20:36:22.560000Z,C1IC3SMV,2353,73,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",I'm a US services veteran,yes,v4,667728af0eebdca4e03a3580
6/22/24 15:34,6/22/24 15:39,65.25.176.125,292,6/22/24 15:39,R_3W46uKlLqVsfGYV,44.1807,-88.476,EN,5d227f901e99f80018c60e1f,50 tokens,Blue,3.156,1,Blue,Blue,125 Tokens,100,5.839,1,100,100,80 tokens,50,7.61,1,50,50,5 tokens,15 tokens,Pass,Pass,3.278,2,Pass,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",0,5.01,"grenn
",65,These interactions remind me of the push and pull of taking and giving. I believe most people would want to keep things as equal as possible.,Kinship means two or more people who come together for any number of reasons. They have things in common that they can share and help people with.,No,sometimes,sometimes,often,sometimes,sometimes,sometimes,sometimes,often,strongly agree,strongly agree,strongly agree,neither agree or disagree,strongly agree,neither agree or disagree,strongly disagree,strongly disagree,agree,strongly disagree,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5d227f901e99f80018c60e1f,2024-06-22T22:10:25.558000Z,C1BEKK3F,4175,60,Female,White,United States,United States,United States,English,No,Part-Time,I'm a US services veteran,yes,v4,66773558d493483bdacb68a5
6/22/24 18:24,6/22/24 18:39,108.64.68.96,877,6/22/24 18:39,R_1SlZwT63wKlfoDD,30.6701,-81.4658,EN,5d6ac7e17658a1001a8c63b2,50 tokens,Blue,3.084,1,Yellow,Blue,125 Tokens,100,12.613,2,50,100,80 tokens,3,12.7,4,0,50,5 tokens,15 tokens,Hold,Pass,12.232,3,Hold,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",0,6.61,"orange
",76,These interactions kind of remind me of being in a position to help others who might be less fortunate than I am.   I have to think whether I want to act selfishly or for the greater good.   It also seems to want to capture my willingness to take risks ,"Kinship means family to me.  It’s being around people who are part of my group, who I’m close to.   It’s not necessarily blood relatives, it can also be close friends ",No,rarely,never,rarely,sometimes,sometimes,sometimes,sometimes,sometimes,strongly agree,disagree,agree,disagree,strongly agree,disagree,strongly agree,neither agree or disagree,agree,strongly disagree,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5d6ac7e17658a1001a8c63b2,2024-06-23T01:38:49.258000Z,C1BEKK3F,6914,57,Female,White,United States,United States,United States,English,No,Full-Time,I'm a US services veteran,yes,v4,66775d089671c10438d8914d
6/22/24 13:58,6/22/24 14:07,174.198.70.157,544,6/22/24 14:07,R_51FXAKkv4mEeWAC,41.2581,-95.9325,EN,5d7472ad3bc4020015f3bb56,50 tokens,Blue,4.569,1,Blue,Blue,125 Tokens,100,15.644,8,70,100,80 tokens,50,5.721,2,50,50,5 tokens,15 tokens,Pass,Pass,4.889,3,Pass,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",0,7.51,"grenn
",27,These are moral interactions mainly about finances. It shows people’s greed or lack thereof.,Kinship is basically a friend or someone that will have your back. They will tell you how it is if you are doing something wrong.,No,sometimes,rarely,never,rarely,sometimes,rarely,sometimes,sometimes,agree,agree,agree,agree,agree,neither agree or disagree,disagree,disagree,disagree,disagree,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5d7472ad3bc4020015f3bb56,2024-06-22T20:36:29.309000Z,C1BEKK3F,2474,27,Male,White,United States,United States,United States,English,No,Full-Time,I'm a US services veteran,yes,v5,66771ee22ff3cf95f9f32bee
6/22/24 12:34,6/22/24 12:56,50.96.252.96,1334,6/22/24 12:56,R_5kERUWAxucFwtgh,31.7227,-83.2559,EN,5d79156e0c89aa0001026dc8,50 tokens,Yellow,15.36,1,Yellow,Blue,100 Tokens,50,10.202,1,50,100,80 tokens,36,9.476,1,50,50,5 tokens,15 tokens,Pass,Pass,10.07,2,Pass,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",0,5,"grenn
",25,This study reminds me of household and everyday budgeting. It also could be about gambling and taking chances by making guesses to different situations.,What kinship means to me is any blood related relatives in my family. It could also be everyone ever born and that will be born are related to each other from Adam and Eve according to the Holy Bible.,No,never,never,often,never,never,often,never,sometimes,neither agree or disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5d79156e0c89aa0001026dc8,2024-06-22T20:36:14.731000Z,C1BEKK3F,6527,62,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",I'm a US services veteran,yes,v4,66770863b4acc8b98eb30000
6/22/24 8:56,6/22/24 9:12,80.106.160.100,943,6/22/24 9:12,R_8FR7KtiYuk5Xja3,40.8409,25.8737,EN,5d8f8a5957a20a0017eb714d,50 tokens,Yellow,6.796,1,Blue,Blue,125 Tokens,70,11.404,1,10,70,80 tokens,50,3.971,1,90,50,5 tokens,15 tokens,Pass,Pass,14.939,2,Pass,Pass,neither,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",0,9.01,"grenn
",72,"I can't say the interactions remind me of something even if I think for a while. However, the study must have to do something about gambling, I felt like all the choices involved gambling","kinship is the act to favour one of my own, despite if they are right or moral",No,sometimes,sometimes,rarely,sometimes,sometimes,rarely,never,often,strongly agree,agree,neither agree or disagree,agree,strongly agree,strongly disagree,agree,agree,strongly disagree,neither agree or disagree,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5d8f8a5957a20a0017eb714d,2024-06-22T14:30:48.005000Z,C1BEKK3F,399,42,Male,White,Greece,Greece,Greece,Greek,No,Full-Time,I'm a services veteran from another country,yes,v1,6676d7fb6b0a8ec5148714cb
6/22/24 19:04,6/22/24 19:08,208.58.100.88,257,6/22/24 19:08,R_63NhnwWC9s1Sayd,39.8771,-75.3235,EN,5dd55364dcec8750a2efc32b,50 tokens,Blue,2.079,1,Yellow,Blue,50 Tokens,24,4.038,3,0,0,80 tokens,50,2.583,1,0,51,5 tokens,15 tokens,Pass,Pass,3.899,4,Pass,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",0,8.26,"orange
",50,"They did not remind me of anything, but I think they’re trying to figure out how generous we are with an unknown partner","Kinship is related to the people that are your kin, like your family members or spouse",No,rarely,rarely,rarely,rarely,rarely,sometimes,rarely,sometimes,disagree,disagree,neither agree or disagree,agree,strongly agree,neither agree or disagree,neither agree or disagree,disagree,disagree,disagree,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5dd55364dcec8750a2efc32b,2024-06-23T01:39:11.130000Z,C1BEKK3F,1849,40,Female,White,United States,United States,United States,English,No,Part-Time,I'm a US services veteran,yes,v5,667764b8add67a4a8e71407e
6/22/24 14:23,6/22/24 14:44,24.255.79.148,1247,6/22/24 14:44,R_3Ib12GuFtyb8pC6,37.2951,-79.987,EN,5defe030347de8000ab7ecab,100 tokens,Blue,6.44,1,Yellow,none,125 Tokens,50,15.044,1,50,50,80 tokens,50,7.289,1,0,50,5 tokens,15 tokens,Hold,Hold,28.919,4,Hold,Hold,neither,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",0,8.31,"orange
",0,"They somewhat remind me about delayed gratification and helping others. I have delayed gratification every month when I save money for future security instead of spending it, but I dont't usually have to decide winnings from a game should be divided up between me and a partner. ",Kinship is act of people engaging in the abstract concept of brotherhood. Treating people like your kin or family and helping them or putting their needs before your own. ,No,rarely,rarely,rarely,never,rarely,often,never,rarely,agree,neither agree or disagree,agree,neither agree or disagree,strongly agree,neither agree or disagree,disagree,neither agree or disagree,agree,disagree,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5defe030347de8000ab7ecab,2024-06-22T20:36:30.190000Z,C1IC3SMV,434,37,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),I'm a US services veteran,yes,v5,667724a50e9bc7abf32c61ea
